gw_paint_fid,casual,temperature,registered,hour,feeling_temp
L_1,50,26.78,113,10,28.9988
L_1,44,27.72,103,11,30.002
L_1,57,27.72,159,12,30.002
L_1,40,28.66,164,13,30.9986
L_1,81,28.66,164,14,30.9986
L_1,50,27.72,160,15,30.002
L_1,76,29.6,254,16,32.9984
L_3,84,28.66,466,17,30.9986
L_3,105,27.72,361,18,30.002
L_1,90,26.78,282,19,28.9988
L_1,70,25.84,221,20,28.0022
L_1,54,24.9,119,21,26.999
L_1,51,24.9,137,22,26.999
L_1,37,23.96,102,23,26.0024
L_1,29,23.02,104,0,24.0026
L_1,17,23.02,50,1,24.0026
L_1,14,23.02,39,2,24.0026
L_1,14,23.02,28,3,24.0026
L_1,5,23.02,5,4,24.0026
L_1,2,22.08,4,5,22.0028
L_1,5,22.08,22,6,22.0028
L_1,14,23.96,49,7,26.0024
L_1,27,23.96,94,8,26.0024
L_1,60,26.78,155,9,30.002
L_1,91,26.78,199,10,30.002
L_2,138,28.66,211,11,32.9984
L_2,130,29.6,252,12,34.0016
L_2,176,29.6,265,13,34.9982
L_2,176,30.54,204,14,34.9982
L_2,130,31.48,232,15,36.998
L_2,155,26.78,188,16,30.9986
L_1,61,26.78,88,17,30.9986
L_1,81,25.84,130,18,30.002
L_1,57,25.84,114,19,30.9986
L_1,58,25.84,79,20,30.002
L_1,28,24.9,86,21,28.0022
L_1,24,24.9,96,22,28.0022
L_1,29,24.9,79,23,28.0022
L_1,14,24.9,66,0,28.0022
L_1,10,24.9,63,1,28.0022
L_1,18,24.9,48,2,28.0022
L_1,9,24.9,23,3,28.0022
L_1,1,24.9,5,4,28.0022
L_1,1,24.9,4,5,28.0022
L_1,3,24.9,10,6,28.0022
L_1,11,24.9,28,7,28.0022
L_1,23,25.84,66,8,30.002
L_1,82,27.72,102,9,32.9984
L_1,88,29.6,178,10,36.998
L_1,113,30.54,156,11,38.9978
L_2,161,34.3,209,12,40.001
L_2,118,34.3,206,13,40.001
L_2,130,32.42,192,14,36.998
L_2,118,25.84,208,15,30.002
L_1,74,25.84,119,16,30.002
L_1,63,26.78,131,17,30.9986
L_1,74,25.84,155,18,30.002
L_1,68,25.84,160,19,30.002
L_1,50,25.84,133,20,30.9986
L_1,36,25.84,100,21,30.9986
L_1,21,24.9,82,22,28.0022
L_1,12,24.9,43,23,28.0022
L_1,13,24.9,17,0,28.0022
L_1,4,23.96,8,1,26.0024
L_1,4,23.02,3,2,22.9994
L_1,1,23.02,0,3,22.9994
L_1,2,23.02,8,4,22.9994
L_1,1,24.9,14,5,28.0022
L_1,8,24.9,87,6,26.999
L_1,18,25.84,249,7,28.9988
L_1,29,26.78,320,8,28.9988
L_1,37,27.72,146,9,30.002
L_1,62,29.6,62,10,32.9984
L_2,90,30.54,89,11,32.9984
L_1,48,30.54,134,12,34.0016
L_1,43,31.48,108,13,34.0016
L_1,41,30.54,109,14,32.9984
L_1,40,31.48,86,15,34.0016
L_1,64,32.42,218,16,34.9982
L_3,67,32.42,460,17,34.9982
L_3,64,31.48,465,18,34.0016
L_1,64,30.54,352,19,32.9984
L_1,71,29.6,215,20,34.0016
L_1,30,27.72,156,21,30.9986
L_1,26,27.72,121,22,30.9986
L_1,19,26.78,53,23,30.002
L_1,10,25.84,25,0,30.002
L_1,5,25.84,9,1,28.9988
L_1,9,25.84,3,2,28.9988
L_1,0,25.84,3,3,28.9988
L_1,1,24.9,6,4,28.0022
L_1,5,24.9,25,5,26.999
L_1,6,25.84,95,6,28.0022
L_1,30,25.84,313,7,30.002
L_1,40,26.78,352,8,30.002
L_1,34,28.66,141,9,32.9984
L_1,55,29.6,89,10,34.9982
L_1,61,29.6,88,11,34.9982
L_1,60,30.54,125,12,36.0014
L_1,48,31.48,127,13,36.0014
L_1,53,32.42,95,14,36.0014
L_1,58,32.42,106,15,34.9982
L_1,57,32.42,228,16,34.9982
L_3,79,29.6,453,17,34.0016
L_3,97,29.6,488,18,34.0016
L_1,69,29.6,302,19,32.9984
L_1,34,29.6,258,20,32.0018
L_1,46,28.66,184,21,30.002
L_1,28,28.66,127,22,30.002
L_1,22,27.72,53,23,28.9988
L_1,19,26.78,18,0,28.0022
L_1,7,25.84,10,1,28.0022
L_1,1,25.84,10,2,28.0022
L_1,1,24.9,3,3,26.999
L_1,1,24.9,4,4,26.999
L_1,2,23.96,30,5,26.0024
L_1,9,23.96,110,6,26.0024
L_1,16,24.9,289,7,26.999
L_1,38,26.78,361,8,28.0022
L_1,32,27.72,148,9,28.9988
L_1,41,29.6,72,10,32.0018
L_1,54,29.6,95,11,30.9986
L_1,74,30.54,166,12,32.0018
L_1,41,30.54,150,13,32.0018
L_1,62,31.48,116,14,32.0018
L_1,53,32.42,141,15,32.9984
L_1,76,32.42,206,16,32.9984
L_3,71,31.48,513,17,30.9986
L_3,70,30.54,489,18,30.9986
L_1,79,29.6,334,19,30.002
L_1,59,27.72,253,20,28.0022
L_1,47,27.72,162,21,28.0022
L_1,17,26.78,122,22,26.999
L_1,14,26.78,94,23,26.999
L_1,6,24.9,40,0,26.0024
L_1,9,24.9,17,1,26.0024
L_1,3,23.02,8,2,24.9992
L_1,2,22.08,7,3,24.9992
L_1,1,22.08,4,4,24.9992
L_1,2,22.08,23,5,24.9992
L_1,5,21.14,101,6,24.0026
L_1,15,23.02,292,7,24.9992
L_1,29,24.9,361,8,26.0024
L_1,31,25.84,166,9,26.999
L_1,36,26.78,96,10,26.999
L_1,59,27.72,128,11,28.0022
L_1,50,28.66,164,12,28.9988
L_1,51,27.72,166,13,28.0022
L_1,39,29.6,103,14,30.002
L_1,52,29.6,126,15,30.002
L_1,57,29.6,241,16,30.002
L_3,96,29.6,486,17,30.002
L_3,74,28.66,497,18,28.9988
L_1,48,26.78,323,19,26.999
L_1,56,25.84,232,20,26.999
L_1,35,24.9,171,21,26.999
L_1,34,24.9,123,22,26.999
L_1,22,23.02,105,23,24.9992
L_1,12,22.08,53,0,24.9992
L_1,4,22.08,19,1,24.9992
L_1,0,21.14,15,2,24.9992
L_1,0,21.14,9,3,24.9992
L_1,0,21.14,5,4,24.9992
L_1,2,20.2,24,5,24.9992
L_1,3,21.14,73,6,24.9992
L_1,17,22.08,247,7,24.9992
L_3,29,23.96,397,8,26.0024
L_1,27,25.84,178,9,26.999
L_1,44,26.78,86,10,26.999
L_1,48,27.72,108,11,28.0022
L_1,55,29.6,167,12,30.002
L_1,74,28.66,179,13,28.9988
L_1,51,29.6,135,14,30.002
L_1,59,29.6,190,15,30.002
L_1,68,30.54,266,16,30.9986
L_3,93,30.54,423,17,30.9986
L_3,89,27.72,376,18,28.9988
L_1,101,26.78,284,19,28.0022
L_1,77,25.84,210,20,26.999
L_1,73,24.9,153,21,26.999
L_1,74,23.96,157,22,26.0024
L_1,51,23.96,100,23,26.0024
L_1,15,23.96,69,0,26.0024
L_1,13,23.96,64,1,26.0024
L_1,16,23.96,58,2,26.0024
L_1,9,23.02,18,3,24.9992
L_1,5,22.08,5,4,24.0026
L_1,3,22.08,15,5,24.0026
L_1,3,22.08,19,6,24.0026
L_1,10,23.02,34,7,24.9992
L_1,28,24.9,90,8,26.999
L_1,70,24.9,138,9,28.0022
L_1,97,25.84,163,10,30.002
L_2,122,26.78,192,11,30.002
L_2,175,23.02,246,12,22.9994
L_1,61,26.78,92,13,30.9986
L_2,113,26.78,146,14,30.002
L_2,150,23.96,208,15,26.0024
L_2,148,24.9,133,16,28.0022
L_1,97,25.84,172,17,30.002
L_2,123,24.9,169,18,28.0022
L_1,67,23.96,170,19,26.0024
L_1,78,23.96,105,20,26.0024
L_1,40,23.96,127,21,26.0024
L_1,36,23.96,118,22,26.0024
L_1,25,23.02,95,23,24.0026
L_1,19,23.02,71,0,24.0026
L_1,16,22.08,57,1,22.0028
L_1,13,22.08,49,2,22.0028
L_1,5,22.08,22,3,20.9996
L_1,1,22.08,2,4,20.9996
L_1,1,22.08,9,5,20.9996
L_1,2,22.08,4,6,20.9996
L_1,4,23.02,20,7,22.9994
L_1,20,23.02,21,8,22.9994
L_1,27,23.02,76,9,22.9994
L_1,67,24.9,116,10,28.0022
L_1,81,24.9,117,11,28.0022
L_1,98,24.9,183,12,28.0022
L_2,144,25.84,233,13,30.002
L_2,126,26.78,244,14,30.002
L_2,128,26.78,203,15,30.002
L_1,116,26.78,176,16,30.002
L_2,133,27.72,196,17,30.9986
L_2,125,26.78,222,18,30.002
L_1,75,25.84,184,19,30.002
L_1,67,24.9,126,20,28.0022
L_1,51,20.2,104,21,20.003
L_1,14,20.2,25,22,20.003
L_1,5,20.2,22,23,20.9996
L_1,7,20.2,18,0,20.003
L_1,1,20.2,9,1,20.003
L_1,0,20.2,3,2,20.9996
L_1,1,20.2,6,3,20.9996
L_1,1,20.2,4,4,20.9996
L_1,3,20.2,14,5,20.003
L_1,3,20.2,87,6,20.003
L_1,10,20.2,248,7,20.003
L_1,29,22.08,326,8,22.9994
L_1,52,22.08,170,9,22.9994
L_1,54,23.96,87,10,26.0024
L_1,41,25.84,112,11,28.9988
L_1,62,26.78,116,12,28.9988
L_1,53,28.66,140,13,30.9986
L_1,56,26.78,95,14,28.9988
L_1,49,26.78,133,15,28.9988
L_1,58,26.78,225,16,28.9988
L_3,59,26.78,471,17,28.0022
L_3,70,24.9,413,18,26.999
L_1,54,24.9,343,19,26.999
L_1,45,23.02,240,20,24.9992
L_1,34,23.02,150,21,24.9992
L_1,22,23.02,76,22,24.9992
L_1,11,22.08,77,23,24.0026
L_1,8,22.08,23,0,24.0026
L_1,4,22.08,12,1,24.0026
L_1,1,21.14,3,2,22.9994
L_1,1,21.14,5,3,22.9994
L_1,0,22.08,5,4,24.0026
L_1,1,21.14,29,5,22.9994
L_1,4,21.14,115,6,22.9994
L_1,18,22.08,328,7,24.0026
L_3,24,24.9,417,8,26.999
L_1,27,23.96,171,9,26.0024
L_1,28,24.9,83,10,26.999
L_1,40,26.78,110,11,28.0022
L_1,42,27.72,120,12,28.9988
L_1,45,27.72,147,13,28.9988
L_1,65,27.72,117,14,28.9988
L_1,36,29.6,123,15,30.9986
L_1,55,29.6,248,16,30.9986
L_3,75,27.72,525,17,28.9988
L_3,54,27.72,516,18,28.9988
L_1,56,26.78,320,19,28.0022
L_1,48,26.78,232,20,28.0022
L_1,38,25.84,177,21,28.0022
L_1,31,24.9,121,22,26.999
L_1,20,23.02,57,23,24.9992
L_1,8,23.02,16,0,24.9992
L_1,2,22.08,12,1,24.0026
L_1,0,23.02,6,2,24.9992
L_1,1,22.08,4,3,22.9994
L_1,0,22.08,5,4,24.0026
L_1,0,22.08,28,5,24.0026
L_1,4,21.14,101,6,22.9994
L_1,12,23.02,296,7,24.9992
L_3,35,24.9,452,8,26.999
L_1,31,26.78,178,9,28.0022
L_1,27,27.72,91,10,28.9988
L_1,20,28.66,108,11,30.002
L_1,26,29.6,163,12,32.0018
L_1,38,29.6,138,13,30.9986
L_1,54,30.54,138,14,32.0018
L_1,42,29.6,117,15,32.0018
L_1,62,30.54,238,16,32.9984
L_3,46,29.6,506,17,32.9984
L_3,86,27.72,470,18,30.002
L_1,50,27.72,297,19,30.002
L_1,37,26.78,243,20,28.9988
L_1,38,25.84,192,21,28.9988
L_1,29,24.9,142,22,26.999
L_1,20,24.9,85,23,26.999
L_1,18,23.96,38,0,26.0024
L_1,13,23.02,11,1,24.9992
L_1,2,23.02,4,2,24.9992
L_1,0,23.02,6,3,24.9992
L_1,0,22.08,9,4,24.0026
L_1,0,22.08,27,5,22.9994
L_1,6,22.08,97,6,22.9994
L_1,19,22.08,289,7,22.9994
L_3,27,23.02,393,8,24.9992
L_1,42,25.84,186,9,28.9988
L_1,37,26.78,92,10,30.002
L_1,44,27.72,97,11,30.9986
L_1,34,29.6,139,12,32.9984
L_1,33,29.6,154,13,32.9984
L_1,67,30.54,115,14,34.0016
L_1,56,29.6,118,15,32.0018
L_1,49,29.6,196,16,32.0018
L_1,44,29.6,365,17,32.0018
L_1,48,27.72,226,18,30.002
L_1,26,23.02,115,19,24.0026
L_1,24,23.02,141,20,24.0026
L_1,12,23.96,137,21,26.0024
L_1,18,24.9,117,22,28.0022
L_1,20,24.9,94,23,28.0022
L_1,9,23.96,53,0,26.0024
L_1,1,22.08,19,1,22.0028
L_1,0,22.08,8,2,22.0028
L_1,2,22.08,1,3,22.9994
L_1,1,22.08,7,4,22.0028
L_1,1,22.08,16,5,22.0028
L_1,2,22.08,91,6,22.0028
L_1,12,23.02,251,7,24.0026
L_1,30,23.02,368,8,24.0026
L_1,31,24.9,187,9,26.999
L_1,57,25.84,108,10,28.9988
L_1,45,25.84,120,11,28.9988
L_1,54,26.78,168,12,28.9988
L_1,63,27.72,169,13,30.9986
L_1,78,28.66,142,14,32.0018
L_1,66,29.6,156,15,32.9984
L_1,66,29.6,261,16,32.9984
L_3,85,27.72,442,17,30.9986
L_1,88,27.72,337,18,30.9986
L_1,33,21.14,132,19,22.9994
L_1,12,21.14,46,20,22.0028
L_1,18,21.14,89,21,22.0028
L_1,25,20.2,97,22,20.003
L_1,18,20.2,88,23,20.003
L_1,21,20.2,107,0,20.003
L_1,12,21.14,35,1,22.0028
L_1,10,21.14,59,2,22.9994
L_1,9,21.14,42,3,22.9994
L_1,1,20.2,6,4,20.003
L_1,0,20.2,8,5,20.9996
L_1,6,20.2,18,6,20.9996
L_1,8,21.14,36,7,22.0028
L_1,27,23.02,106,8,24.9992
L_1,51,24.9,139,9,26.999
L_1,114,25.84,192,10,28.9988
L_2,115,25.84,223,11,28.0022
L_2,156,26.78,253,12,28.9988
L_2,158,27.72,220,13,30.002
L_2,147,29.6,228,14,32.9984
L_2,175,29.6,215,15,32.0018
L_2,151,29.6,222,16,32.0018
L_2,180,29.6,203,17,32.9984
L_2,169,27.72,225,18,30.9986
L_1,109,26.78,182,19,28.9988
L_1,78,26.78,170,20,28.9988
L_1,81,25.84,144,21,28.9988
L_1,77,24.9,146,22,28.0022
L_1,59,24.9,98,23,28.0022
L_1,6,24.9,68,0,28.0022
L_1,17,23.96,69,1,26.0024
L_1,13,23.96,51,2,26.0024
L_1,25,23.02,26,3,24.0026
L_1,1,23.96,5,4,26.0024
L_1,0,23.02,8,5,22.9994
L_1,4,23.02,10,6,22.9994
L_1,12,23.96,19,7,26.0024
L_1,30,24.9,62,8,28.0022
L_1,80,25.84,151,9,30.002
L_1,97,26.78,177,10,30.9986
L_2,132,29.6,181,11,36.0014
L_2,135,30.54,239,12,36.998
L_1,94,29.6,216,13,34.9982
L_1,78,24.9,157,14,28.0022
L_1,17,24.9,51,15,28.0022
L_1,97,25.84,161,16,30.002
L_1,91,25.84,179,17,30.002
L_1,96,25.84,215,18,30.002
L_1,81,25.84,201,19,28.9988
L_1,41,24.9,140,20,28.0022
L_1,45,24.9,93,21,28.0022
L_1,37,24.9,97,22,28.0022
L_1,20,24.9,48,23,28.0022
L_1,18,23.96,22,0,26.0024
L_1,8,23.96,13,1,26.0024
L_1,2,24.9,6,2,26.999
L_1,0,24.9,5,3,26.999
L_1,2,23.96,10,4,26.0024
L_1,1,23.02,23,5,24.9992
L_1,6,23.02,106,6,24.9992
L_1,11,23.02,270,7,24.9992
L_1,20,23.02,331,8,24.9992
L_1,36,23.96,151,9,26.0024
L_1,36,24.9,85,10,26.999
L_1,46,25.84,85,11,26.999
L_1,54,26.78,153,12,26.999
L_1,47,26.78,158,13,26.999
L_1,88,26.78,137,14,26.999
L_1,72,26.78,127,15,26.999
L_1,66,26.78,254,16,26.999
L_3,82,26.78,509,17,26.999
L_3,72,25.84,537,18,26.999
L_1,66,24.9,350,19,26.0024
L_1,21,23.02,247,20,24.9992
L_1,28,22.08,180,21,24.9992
L_1,32,22.08,121,22,24.9992
L_1,19,21.14,45,23,24.9992
L_1,13,20.2,22,0,24.9992
L_1,6,19.26,13,1,20.003
L_1,2,18.32,4,2,18.9998
L_1,2,18.32,4,3,18.9998
L_1,0,17.38,5,4,18.0032
L_1,1,17.38,35,5,18.0032
L_1,3,17.38,111,6,18.0032
L_1,11,20.2,333,7,24.9992
L_3,43,21.14,461,8,24.9992
L_1,34,23.02,191,9,24.9992
L_1,56,24.9,92,10,26.0024
L_1,62,24.9,124,11,26.0024
L_1,60,24.9,177,12,26.0024
L_1,70,25.84,164,13,26.999
L_3,149,25.84,502,14,26.999
L_2,178,25.84,423,15,26.999
L_3,133,25.84,311,16,26.999
L_3,133,25.84,339,17,26.999
L_3,98,25.84,421,18,26.999
L_1,70,23.02,297,19,24.9992
L_1,54,22.08,206,20,24.9992
L_1,38,21.14,173,21,24.9992
L_1,46,21.14,145,22,24.9992
L_1,19,21.14,61,23,24.0026
L_1,9,21.14,29,0,24.9992
L_1,7,20.2,17,1,24.0026
L_1,2,19.26,4,2,20.003
L_1,0,19.26,1,3,20.003
L_1,0,18.32,7,4,18.9998
L_1,1,18.32,26,5,18.9998
L_1,3,18.32,105,6,18.9998
L_1,11,20.2,297,7,24.0026
L_3,32,21.14,436,8,24.0026
L_1,44,22.08,169,9,24.0026
L_1,51,24.9,95,10,26.999
L_1,57,25.84,128,11,28.0022
L_1,60,26.78,175,12,28.9988
L_1,56,27.72,180,13,28.9988
L_1,77,27.72,127,14,28.9988
L_1,63,27.72,141,15,28.9988
L_1,49,27.72,222,16,30.002
L_3,83,27.72,484,17,30.002
L_3,102,26.78,519,18,28.9988
L_1,93,26.78,347,19,28.9988
L_1,45,25.84,289,20,28.0022
L_1,47,24.9,189,21,26.999
L_1,41,24.9,140,22,26.999
L_1,16,23.96,54,23,26.0024
L_1,11,23.96,41,0,26.0024
L_1,4,23.96,11,1,26.0024
L_1,3,23.96,2,2,26.0024
L_1,2,23.02,2,3,24.9992
L_1,1,23.02,6,4,24.0026
L_1,1,23.02,25,5,24.0026
L_1,1,23.02,101,6,24.0026
L_1,17,23.96,296,7,26.0024
L_3,23,24.9,461,8,28.0022
L_1,21,25.84,141,9,28.9988
L_1,37,26.78,105,10,30.002
L_1,39,24.9,112,11,28.0022
L_1,9,24.9,32,12,28.0022
L_1,7,24.9,30,13,28.0022
L_1,27,25.84,86,14,30.002
L_1,28,26.78,104,15,30.002
L_1,16,25.84,105,16,30.9986
L_1,28,25.84,284,17,30.9986
L_1,31,25.84,377,18,30.9986
L_1,31,23.02,241,19,24.0026
L_1,33,22.08,192,20,22.9994
L_1,29,22.08,158,21,22.9994
L_1,21,21.14,126,22,22.0028
L_1,15,21.14,69,23,22.0028
L_1,9,21.14,42,0,22.0028
L_1,10,21.14,13,1,22.0028
L_1,4,21.14,16,2,20.9996
L_1,3,20.2,8,3,20.003
L_1,2,21.14,6,4,20.9996
L_1,3,21.14,23,5,20.9996
L_1,5,21.14,100,6,20.9996
L_1,3,22.08,263,7,22.0028
L_3,17,23.02,387,8,24.0026
L_1,39,24.9,191,9,28.0022
L_1,34,26.78,89,10,30.002
L_1,63,27.72,151,11,30.9986
L_1,70,27.72,173,12,32.0018
L_1,72,28.66,165,13,32.9984
L_1,55,29.6,164,14,34.9982
L_1,53,29.6,196,15,34.9982
L_1,50,28.66,293,16,32.9984
L_3,56,26.78,433,17,30.9986
L_1,40,26.78,370,18,30.9986
L_1,55,25.84,235,19,30.002
L_1,39,25.84,183,20,30.002
L_1,38,25.84,152,21,30.002
L_1,26,25.84,126,22,30.002
L_1,22,24.9,114,23,28.0022
L_1,33,24.9,112,0,28.0022
L_1,13,24.9,51,1,28.0022
L_1,18,24.9,59,2,28.0022
L_1,8,24.9,22,3,28.0022
L_1,1,24.9,3,4,28.0022
L_1,1,24.9,11,5,28.0022
L_1,3,24.9,15,6,28.0022
L_1,2,24.9,26,7,28.0022
L_1,14,24.9,62,8,28.0022
L_1,28,24.9,128,9,28.0022
L_1,51,24.9,154,10,28.0022
L_1,15,23.02,73,11,22.9994
L_1,11,23.02,65,12,24.0026
L_1,10,23.02,33,13,24.0026
L_1,4,22.08,19,14,22.0028
L_1,2,22.08,28,15,22.0028
L_1,10,22.08,14,16,22.0028
L_1,2,22.08,14,17,22.0028
L_1,0,21.14,1,7,22.0028
L_1,2,21.14,6,8,22.0028
L_1,7,23.02,46,9,24.9992
L_1,27,24.9,115,10,26.999
L_1,59,24.9,178,11,26.999
L_1,88,26.78,218,12,28.0022
L_3,129,27.72,302,13,28.9988
L_2,157,28.66,290,14,30.002
L_3,155,28.66,314,15,30.002
L_2,196,29.6,295,16,30.9986
L_2,145,27.72,253,17,28.9988
L_2,145,26.78,257,18,28.0022
L_2,140,25.84,247,19,28.0022
L_1,64,25.84,150,20,26.999
L_1,60,23.02,126,21,24.9992
L_1,25,22.08,73,22,24.0026
L_1,16,21.14,48,23,22.9994
L_1,13,21.14,21,0,22.9994
L_1,5,20.2,15,1,22.9994
L_1,8,20.2,5,2,22.9994
L_1,1,20.2,5,3,22.9994
L_1,0,18.32,3,4,18.9998
L_1,0,18.32,17,5,18.9998
L_1,3,18.32,99,6,18.9998
L_1,11,20.2,273,7,24.0026
L_3,20,21.14,384,8,24.9992
L_1,22,21.14,166,9,24.9992
L_1,42,23.02,73,10,24.9992
L_1,38,23.02,100,11,24.9992
L_1,48,23.96,159,12,26.0024
L_1,48,24.9,170,13,26.0024
L_1,55,24.9,127,14,26.0024
L_1,56,24.9,164,15,26.0024
L_1,56,25.84,226,16,26.999
L_3,67,24.9,524,17,26.0024
L_3,60,23.02,487,18,24.9992
L_1,50,23.02,317,19,24.9992
L_1,50,22.08,227,20,24.9992
L_1,34,22.08,168,21,24.9992
L_1,23,21.14,119,22,24.9992
L_1,19,20.2,56,23,24.0026
L_1,10,18.32,17,0,18.9998
L_1,6,18.32,7,1,18.9998
L_1,2,17.38,8,2,18.0032
L_1,2,17.38,2,3,18.0032
L_1,0,16.44,6,4,17.0
L_1,1,16.44,27,5,17.0
L_1,4,17.38,115,6,18.0032
L_1,19,18.32,338,7,18.9998
L_3,34,21.14,459,8,24.9992
L_1,38,23.02,180,9,24.9992
L_1,28,24.9,109,10,26.0024
L_1,60,25.84,115,11,26.999
L_1,65,25.84,172,12,26.999
L_1,59,26.78,170,13,26.999
L_1,58,26.78,151,14,26.999
L_1,34,26.78,162,15,26.999
L_1,42,26.78,295,16,26.999
L_3,62,25.84,549,17,26.999
L_3,60,24.9,516,18,26.0024
L_3,68,23.02,397,19,24.9992
L_1,39,23.02,259,20,24.9992
L_1,43,22.08,180,21,24.0026
L_1,22,21.14,121,22,24.0026
L_1,19,21.14,74,23,24.0026
L_1,8,20.2,24,0,22.9994
L_1,2,20.2,13,1,22.9994
L_1,1,18.32,5,2,18.9998
L_1,2,18.32,4,3,18.9998
L_1,0,18.32,5,4,18.9998
L_1,2,17.38,25,5,18.0032
L_1,4,17.38,107,6,18.0032
L_1,12,20.2,316,7,22.0028
L_3,27,21.14,440,8,24.0026
L_1,27,22.08,217,9,24.0026
L_1,33,24.9,105,10,26.0024
L_1,28,25.84,143,11,26.999
L_1,68,26.78,192,12,28.0022
L_1,39,26.78,182,13,26.999
L_1,48,26.78,148,14,26.999
L_1,34,26.78,138,15,26.999
L_1,46,26.78,263,16,28.0022
L_3,83,25.84,525,17,26.999
L_3,70,24.9,495,18,26.999
L_3,53,31.48,393,19,34.9982
L_1,30,23.02,259,20,24.9992
L_1,27,23.02,174,21,24.9992
L_1,20,22.08,137,22,24.0026
L_1,24,20.2,60,23,22.0028
L_1,18,20.2,33,0,22.0028
L_1,7,20.2,14,1,22.9994
L_1,14,19.26,11,2,20.003
L_1,7,19.26,7,3,20.003
L_1,0,18.32,7,4,18.9998
L_1,1,18.32,22,5,18.9998
L_1,2,20.2,103,6,22.0028
L_1,7,20.2,335,7,22.0028
L_3,31,21.14,467,8,22.9994
L_1,29,22.08,178,9,24.0026
L_1,46,23.96,92,10,26.0024
L_1,51,25.84,141,11,28.0022
L_1,64,25.84,165,12,28.0022
L_1,50,25.84,169,13,28.0022
L_1,54,25.84,144,14,28.0022
L_1,39,25.84,135,15,28.0022
L_1,55,26.78,253,16,28.0022
L_3,61,25.84,567,17,28.0022
L_3,69,25.84,462,18,28.0022
L_3,79,24.9,364,19,26.999
L_1,33,23.02,247,20,24.9992
L_1,17,23.02,160,21,24.9992
L_1,34,23.02,145,22,24.9992
L_1,15,22.08,111,23,24.0026
L_1,6,22.08,58,0,24.0026
L_1,4,21.14,28,1,22.9994
L_1,9,21.14,11,2,22.9994
L_1,4,20.2,4,3,20.9996
L_1,2,20.2,2,4,20.9996
L_1,0,20.2,20,5,20.9996
L_1,3,20.2,73,6,20.9996
L_1,6,20.2,253,7,20.9996
L_3,22,21.14,434,8,22.9994
L_1,30,21.14,190,9,22.0028
L_1,34,22.08,106,10,24.0026
L_1,51,23.02,141,11,24.9992
L_1,82,23.02,178,12,24.9992
L_1,72,23.96,207,13,26.0024
L_1,75,24.9,208,14,26.999
L_1,69,24.9,277,15,26.999
L_1,82,24.9,299,16,26.999
L_3,78,23.96,377,17,26.0024
L_1,50,23.96,305,18,26.0024
L_1,67,23.02,220,19,24.9992
L_1,38,22.08,158,20,24.0026
L_1,28,22.08,121,21,24.0026
L_1,33,22.08,114,22,24.0026
L_1,30,22.08,68,23,24.0026
L_1,22,22.08,65,0,24.0026
L_1,17,22.08,57,1,24.0026
L_1,15,22.08,26,2,24.0026
L_1,17,21.14,18,3,22.9994
L_1,3,21.14,4,4,22.9994
L_1,3,21.14,9,5,24.0026
L_1,4,21.14,19,6,22.9994
L_1,5,21.14,33,7,22.9994
L_1,24,22.08,65,8,24.0026
L_1,83,23.02,118,9,24.9992
L_1,90,23.02,168,10,24.9992
L_1,66,23.02,128,11,24.9992
L_1,97,24.9,160,12,26.999
L_2,153,24.9,200,13,26.999
L_2,204,25.84,176,14,28.9988
L_2,187,25.84,201,15,28.9988
L_2,186,25.84,188,16,28.9988
L_2,170,25.84,201,17,28.9988
L_2,160,25.84,179,18,28.9988
L_2,147,24.9,148,19,28.0022
L_2,99,24.9,120,20,28.0022
L_1,71,23.96,93,21,26.0024
L_1,66,23.96,96,22,26.0024
L_1,46,23.02,77,23,24.9992
L_1,33,23.02,76,0,22.9994
L_1,37,23.02,38,1,24.0026
L_1,17,23.02,43,2,24.0026
L_1,20,22.08,23,3,22.0028
L_1,0,22.08,4,4,22.0028
L_1,1,22.08,5,5,22.0028
L_1,0,22.08,3,6,22.0028
L_1,10,23.02,20,7,24.0026
L_1,21,23.02,49,8,24.0026
L_2,87,23.02,102,9,24.0026
L_2,150,24.9,147,10,28.0022
L_2,174,26.78,163,11,30.002
L_2,214,27.72,221,12,32.0018
L_2,245,28.66,174,13,32.9984
L_2,205,28.66,156,14,34.0016
L_2,218,28.66,192,15,34.0016
L_2,196,29.6,141,16,34.9982
L_2,204,27.72,172,17,32.0018
L_2,187,27.72,169,18,32.0018
L_2,178,26.78,150,19,30.002
L_2,104,26.78,125,20,30.002
L_2,104,25.84,103,21,30.002
L_1,70,25.84,85,22,30.002
L_1,46,25.84,58,23,28.9988
L_1,31,24.9,66,0,28.0022
L_1,19,23.96,35,1,26.0024
L_1,17,23.96,22,2,26.0024
L_1,4,23.96,12,3,26.0024
L_1,3,23.96,5,4,26.0024
L_1,2,23.02,4,5,24.9992
L_1,6,23.02,5,6,24.9992
L_1,11,23.02,30,7,24.9992
L_1,45,23.02,56,8,24.0026
L_1,63,23.96,89,9,26.0024
L_2,107,24.9,137,10,26.999
L_1,101,24.9,207,11,28.0022
L_2,141,25.84,212,12,28.9988
L_2,154,26.78,235,13,30.002
L_2,145,26.78,212,14,30.002
L_2,111,23.96,142,15,26.0024
L_1,92,23.96,192,16,26.0024
L_1,37,23.02,77,17,22.9994
L_1,31,23.02,92,18,22.9994
L_1,52,23.02,123,19,22.9994
L_1,26,23.02,56,20,22.9994
L_1,20,23.02,40,21,22.9994
L_1,15,20.2,49,22,20.003
