temperature,feeling_temp
23.96,26.0024
23.02,24.9992
23.02,24.9992
23.96,26.0024
24.9,28.0022
26.78,30.002
28.66,32.9984
29.6,34.0016
30.54,36.0014
31.48,36.998
32.42,38.0012
32.42,38.9978
32.42,40.001
32.42,40.001
32.42,40.001
32.42,38.9978
31.48,38.9978
25.84,30.002
24.9,28.0022
25.84,30.002
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
26.78,28.9988
27.72,30.002
27.72,30.9986
28.66,32.0018
30.54,34.9982
30.54,34.9982
32.42,36.0014
32.42,36.998
34.3,40.001
34.3,40.001
32.42,36.0014
33.36,38.0012
32.42,36.998
31.48,34.0016
30.54,32.9984
30.54,32.9984
29.6,32.0018
28.66,30.9986
27.72,30.9986
27.72,30.002
27.72,30.002
26.78,28.9988
26.78,28.9988
26.78,28.9988
26.78,28.9988
27.72,30.002
29.6,32.9984
30.54,32.9984
30.54,34.0016
31.48,32.9984
31.48,34.0016
30.54,34.0016
30.54,34.0016
22.08,20.9996
23.02,22.9994
24.9,28.0022
25.84,30.002
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.02,24.0026
23.02,24.9992
23.02,24.9992
22.08,24.9992
21.14,24.9992
21.14,24.9992
20.2,24.9992
20.2,24.0026
21.14,24.9992
22.08,24.9992
23.96,26.0024
24.9,26.0024
25.84,26.999
26.78,26.999
27.72,28.0022
26.78,26.999
27.72,28.0022
27.72,28.0022
26.78,26.999
25.84,26.999
25.84,26.999
24.9,26.0024
23.02,24.9992
22.08,24.9992
22.08,24.0026
21.14,22.9994
21.14,22.9994
20.2,22.0028
20.2,22.9994
20.2,22.9994
20.2,22.9994
20.2,22.9994
22.08,24.0026
22.08,24.0026
23.96,26.0024
23.02,24.9992
24.9,26.999
24.9,26.999
24.9,26.999
24.9,26.999
25.84,26.999
25.84,28.0022
26.78,28.0022
25.84,26.999
24.9,26.0024
24.9,26.999
23.02,24.9992
23.02,24.9992
22.08,24.9992
21.14,24.0026
20.2,22.9994
20.2,22.9994
20.2,22.0028
20.2,22.9994
19.26,20.003
20.2,22.0028
21.14,22.9994
23.02,24.9992
24.9,26.999
25.84,28.0022
26.78,28.0022
27.72,28.9988
27.72,28.9988
26.78,28.0022
27.72,28.9988
27.72,28.9988
27.72,28.9988
27.72,28.9988
26.78,28.9988
25.84,28.0022
24.9,26.999
24.9,26.999
23.96,26.0024
23.02,24.9992
22.08,24.0026
22.08,24.0026
22.08,24.0026
21.14,22.9994
22.08,24.0026
21.14,22.9994
22.08,24.0026
23.96,26.0024
25.84,28.0022
26.78,28.9988
27.72,30.002
27.72,30.002
29.6,32.9984
29.6,32.9984
30.54,32.9984
29.6,32.0018
29.6,32.9984
29.6,32.0018
27.72,30.002
27.72,30.9986
26.78,28.9988
25.84,28.9988
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.02,24.0026
23.02,24.0026
22.08,22.9994
22.08,22.9994
22.08,22.0028
23.96,26.0024
24.9,26.999
26.78,30.002
27.72,30.9986
29.6,34.0016
29.6,34.9982
30.54,36.0014
30.54,36.0014
31.48,36.998
31.48,36.998
31.48,36.0014
30.54,34.9982
29.6,34.0016
28.66,32.9984
26.78,30.002
27.72,32.0018
26.78,30.002
26.78,30.002
26.78,30.002
25.84,28.9988
25.84,28.9988
25.84,28.9988
24.9,28.0022
25.84,30.002
26.78,30.002
27.72,32.0018
29.6,36.0014
30.54,36.0014
30.54,36.998
31.48,38.0012
32.42,38.9978
32.42,38.0012
33.36,38.0012
34.3,40.001
29.6,36.998
29.6,36.998
27.72,32.9984
26.78,32.0018
26.78,30.9986
26.78,30.9986
25.84,30.002
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.96,26.0024
23.96,26.0024
24.9,28.0022
26.78,30.9986
26.78,30.002
27.72,32.0018
29.6,36.0014
30.54,36.998
31.48,38.0012
32.42,38.9978
32.42,38.0012
31.48,38.0012
31.48,38.9978
31.48,38.9978
30.54,40.001
29.6,38.9978
29.6,36.998
28.66,34.9982
27.72,32.9984
27.72,32.9984
26.78,32.0018
26.78,32.0018
26.78,30.9986
25.84,30.9986
25.84,30.9986
25.84,30.9986
26.78,32.0018
27.72,34.0016
29.6,38.0012
30.54,40.9976
32.42,42.9974
33.36,42.9974
33.36,42.9974
34.3,42.9974
34.3,44.9972
35.24,44.9972
35.24,44.0006
34.3,42.9974
32.42,44.9972
31.48,42.9974
30.54,42.9974
30.54,40.9976
29.6,38.0012
30.54,38.9978
29.6,36.0014
28.66,36.998
28.66,36.0014
27.72,32.9984
26.78,30.9986
27.72,32.9984
29.6,36.998
31.48,40.001
32.42,42.9974
34.3,44.9972
34.3,42.9974
36.18,46.997
36.18,48.9968
37.12,50.0
36.18,48.9968
34.3,38.9978
33.36,40.001
34.3,38.0012
32.42,36.0014
31.48,38.0012
30.54,36.998
31.48,36.0014
29.6,36.0014
30.54,36.0014
30.54,34.9982
30.54,34.9982
28.66,34.0016
27.72,32.0018
27.72,30.9986
29.6,32.9984
29.6,32.9984
31.48,36.0014
31.48,36.0014
32.42,36.0014
34.3,38.0012
35.24,40.9976
36.18,42.0008
35.24,42.9974
36.18,42.0008
36.18,42.0008
36.18,42.0008
35.24,42.0008
30.54,36.998
30.54,36.998
30.54,36.998
29.6,34.9982
29.6,34.9982
29.6,34.9982
28.66,34.0016
29.6,36.0014
29.6,36.0014
28.66,34.0016
28.66,34.0016
29.6,36.0014
29.6,34.9982
30.54,36.0014
30.54,36.0014
32.42,38.0012
31.48,36.998
34.3,40.9976
32.42,36.998
32.42,38.0012
34.3,40.001
34.3,40.001
34.3,38.9978
33.36,38.0012
32.42,36.998
31.48,36.0014
29.6,36.0014
28.66,34.0016
27.72,32.0018
27.72,32.0018
27.72,32.9984
26.78,30.9986
26.78,30.9986
25.84,30.9986
25.84,30.9986
25.84,30.9986
26.78,30.9986
27.72,32.9984
29.6,36.998
30.54,36.998
31.48,38.9978
31.48,38.9978
26.78,30.9986
25.84,30.002
24.9,28.0022
24.9,28.0022
25.84,30.002
26.78,30.9986
26.78,30.002
25.84,30.002
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.02,22.9994
23.96,26.0024
25.84,28.9988
26.78,28.9988
27.72,28.9988
29.6,30.002
30.54,30.9986
31.48,32.0018
31.48,32.0018
32.42,32.9984
33.36,34.0016
32.42,34.0016
32.42,34.0016
31.48,32.9984
30.54,32.9984
29.6,32.0018
28.66,30.9986
27.72,30.002
27.72,30.9986
28.66,30.9986
28.66,30.9986
27.72,30.002
25.84,28.0022
25.84,28.0022
24.9,26.999
24.9,26.999
25.84,28.0022
26.78,28.0022
27.72,28.0022
28.66,28.9988
29.6,30.002
30.54,30.9986
31.48,32.0018
31.48,32.0018
32.42,32.9984
32.42,32.0018
31.48,30.9986
30.54,30.9986
29.6,30.002
27.72,28.9988
26.78,28.0022
25.84,28.0022
26.78,28.0022
24.9,26.999
25.84,28.0022
25.84,28.0022
25.84,28.0022
24.9,26.999
24.9,26.999
24.9,26.999
25.84,28.9988
26.78,30.002
28.66,32.9984
29.6,34.0016
31.48,38.0012
31.48,36.998
32.42,36.998
31.48,36.0014
32.42,38.0012
32.42,36.998
31.48,36.998
31.48,38.0012
30.54,36.998
29.6,36.0014
28.66,34.0016
27.72,32.0018
27.72,32.9984
26.78,30.9986
26.78,30.9986
26.78,30.9986
26.78,30.9986
25.84,30.9986
25.84,30.9986
25.84,30.9986
26.78,30.9986
27.72,34.9982
32.42,36.998
34.3,40.001
35.24,42.0008
37.12,40.9976
36.18,38.9978
37.12,40.9976
37.12,40.9976
37.12,40.9976
37.12,40.9976
35.24,40.9976
34.3,40.001
32.42,36.0014
30.54,34.0016
29.6,32.9984
28.66,30.9986
27.72,30.002
27.72,30.002
27.72,30.002
26.78,28.9988
25.84,28.9988
25.84,28.9988
25.84,28.9988
27.72,32.0018
28.66,32.9984
30.54,34.0016
30.54,32.9984
31.48,32.9984
31.48,32.0018
33.36,34.0016
34.3,36.0014
34.3,36.998
34.3,36.0014
34.3,36.0014
33.36,34.0016
26.78,26.999
30.54,32.9984
29.6,32.9984
28.66,30.9986
27.72,30.002
27.72,30.002
26.78,28.9988
26.78,30.002
26.78,30.002
25.84,28.9988
25.84,28.9988
26.78,30.002
26.78,28.9988
27.72,30.002
29.6,32.9984
31.48,32.9984
32.42,32.9984
34.3,34.9982
34.3,34.9982
34.3,34.9982
35.24,34.9982
35.24,34.9982
35.24,34.9982
32.42,36.0014
29.6,34.0016
29.6,34.0016
28.66,32.9984
26.78,30.002
26.78,30.002
25.84,28.9988
25.84,30.002
24.9,28.0022
24.9,28.0022
23.02,24.0026
23.02,24.0026
23.02,24.0026
26.78,28.9988
29.6,32.0018
30.54,32.9984
32.42,34.0016
33.36,34.9982
34.3,36.998
34.3,36.998
35.24,38.0012
34.3,36.0014
34.3,36.0014
27.72,28.9988
28.66,30.002
26.78,28.0022
25.84,28.9988
24.9,26.999
24.9,26.999
23.96,26.0024
23.02,24.9992
23.02,24.9992
23.96,26.0024
23.02,24.9992
23.02,24.9992
23.02,24.9992
23.96,26.0024
25.84,28.0022
26.78,28.9988
28.66,30.002
30.54,32.0018
31.48,32.0018
32.42,32.9984
32.42,32.9984
34.3,34.9982
34.3,34.9982
34.3,34.9982
34.3,36.0014
32.42,34.0016
32.42,34.0016
30.54,34.0016
29.6,32.9984
28.66,32.9984
29.6,32.9984
29.6,32.9984
28.66,30.9986
28.66,30.9986
27.72,30.002
27.72,30.002
27.72,30.002
25.84,28.9988
26.78,28.0022
26.78,28.0022
26.78,28.9988
26.78,28.9988
26.78,28.9988
27.72,30.002
27.72,30.9986
27.72,30.9986
24.9,28.0022
23.96,26.0024
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.02,22.9994
23.02,22.9994
23.02,22.9994
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.96,26.0024
24.9,26.999
25.84,30.002
25.84,28.0022
26.78,30.002
27.72,30.9986
27.72,30.9986
29.6,34.0016
29.6,34.0016
27.72,30.9986
27.72,30.9986
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.02,24.9992
23.02,24.9992
22.08,22.9994
23.02,24.9992
22.08,22.9994
22.08,22.9994
22.08,22.9994
22.08,22.9994
23.02,24.0026
24.9,26.999
25.84,28.0022
26.78,28.9988
27.72,30.002
27.72,30.002
28.66,30.9986
28.66,30.9986
27.72,30.002
29.6,32.9984
28.66,30.9986
27.72,30.002
26.78,28.9988
25.84,28.0022
24.9,26.999
24.9,26.999
23.96,26.0024
23.02,24.0026
23.02,24.0026
23.02,24.0026
23.02,24.0026
23.02,24.0026
22.08,22.0028
22.08,22.0028
23.96,26.0024
23.96,26.0024
26.78,30.002
26.78,30.002
28.66,32.9984
29.6,34.0016
29.6,34.9982
30.54,34.9982
31.48,36.998
26.78,30.9986
26.78,30.9986
25.84,30.002
25.84,30.9986
25.84,30.002
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
25.84,30.002
27.72,32.9984
29.6,36.998
30.54,38.9978
34.3,40.001
34.3,40.001
32.42,36.998
25.84,30.002
25.84,30.002
26.78,30.9986
25.84,30.002
25.84,30.002
25.84,30.9986
25.84,30.9986
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.02,22.9994
23.02,22.9994
23.02,22.9994
24.9,28.0022
24.9,26.999
25.84,28.9988
26.78,28.9988
27.72,30.002
29.6,32.9984
30.54,32.9984
30.54,34.0016
31.48,34.0016
30.54,32.9984
31.48,34.0016
32.42,34.9982
32.42,34.9982
31.48,34.0016
30.54,32.9984
29.6,34.0016
27.72,30.9986
27.72,30.9986
26.78,30.002
25.84,30.002
25.84,28.9988
25.84,28.9988
25.84,28.9988
24.9,28.0022
24.9,26.999
25.84,28.0022
25.84,30.002
26.78,30.002
28.66,32.9984
29.6,34.9982
29.6,34.9982
30.54,36.0014
31.48,36.0014
32.42,36.0014
32.42,34.9982
32.42,34.9982
29.6,34.0016
29.6,34.0016
29.6,32.9984
29.6,32.0018
28.66,30.002
28.66,30.002
27.72,28.9988
26.78,28.0022
25.84,28.0022
25.84,28.0022
24.9,26.999
24.9,26.999
23.96,26.0024
23.96,26.0024
24.9,26.999
26.78,28.0022
27.72,28.9988
29.6,32.0018
29.6,30.9986
30.54,32.0018
30.54,32.0018
31.48,32.0018
32.42,32.9984
32.42,32.9984
31.48,30.9986
30.54,30.9986
29.6,30.002
27.72,28.0022
27.72,28.0022
26.78,26.999
26.78,26.999
24.9,26.0024
24.9,26.0024
23.02,24.9992
22.08,24.9992
22.08,24.9992
22.08,24.9992
21.14,24.0026
23.02,24.9992
24.9,26.0024
25.84,26.999
26.78,26.999
27.72,28.0022
28.66,28.9988
27.72,28.0022
29.6,30.002
29.6,30.002
29.6,30.002
29.6,30.002
28.66,28.9988
26.78,26.999
25.84,26.999
24.9,26.999
24.9,26.999
23.02,24.9992
22.08,24.9992
22.08,24.9992
21.14,24.9992
21.14,24.9992
21.14,24.9992
20.2,24.9992
21.14,24.9992
22.08,24.9992
23.96,26.0024
25.84,26.999
26.78,26.999
27.72,28.0022
29.6,30.002
28.66,28.9988
29.6,30.002
29.6,30.002
30.54,30.9986
30.54,30.9986
27.72,28.9988
26.78,28.0022
25.84,26.999
24.9,26.999
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.02,24.9992
22.08,24.0026
22.08,24.0026
22.08,24.0026
23.02,24.9992
24.9,26.999
24.9,28.0022
25.84,30.002
26.78,30.002
23.02,22.9994
26.78,30.9986
26.78,30.002
23.96,26.0024
24.9,28.0022
25.84,30.002
24.9,28.0022
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.02,24.0026
23.02,24.0026
22.08,22.0028
22.08,22.0028
22.08,20.9996
22.08,20.9996
22.08,20.9996
22.08,20.9996
23.02,22.9994
23.02,22.9994
23.02,22.9994
24.9,28.0022
24.9,28.0022
24.9,28.0022
25.84,30.002
26.78,30.002
26.78,30.002
26.78,30.002
27.72,30.9986
26.78,30.002
25.84,30.002
24.9,28.0022
20.2,20.003
20.2,20.003
20.2,20.9996
20.2,20.003
20.2,20.003
20.2,20.9996
20.2,20.9996
20.2,20.9996
20.2,20.003
20.2,20.003
20.2,20.003
22.08,22.9994
22.08,22.9994
23.96,26.0024
25.84,28.9988
26.78,28.9988
28.66,30.9986
26.78,28.9988
26.78,28.9988
26.78,28.9988
26.78,28.0022
24.9,26.999
24.9,26.999
23.02,24.9992
23.02,24.9992
23.02,24.9992
22.08,24.0026
22.08,24.0026
22.08,24.0026
21.14,22.9994
21.14,22.9994
22.08,24.0026
21.14,22.9994
21.14,22.9994
22.08,24.0026
24.9,26.999
23.96,26.0024
24.9,26.999
26.78,28.0022
27.72,28.9988
27.72,28.9988
27.72,28.9988
29.6,30.9986
29.6,30.9986
27.72,28.9988
27.72,28.9988
26.78,28.0022
26.78,28.0022
25.84,28.0022
24.9,26.999
23.02,24.9992
23.02,24.9992
22.08,24.0026
23.02,24.9992
22.08,22.9994
22.08,24.0026
22.08,24.0026
21.14,22.9994
23.02,24.9992
24.9,26.999
26.78,28.0022
27.72,28.9988
28.66,30.002
29.6,32.0018
29.6,30.9986
30.54,32.0018
29.6,32.0018
30.54,32.9984
29.6,32.9984
27.72,30.002
27.72,30.002
26.78,28.9988
25.84,28.9988
24.9,26.999
24.9,26.999
23.96,26.0024
23.02,24.9992
23.02,24.9992
23.02,24.9992
22.08,24.0026
22.08,22.9994
22.08,22.9994
22.08,22.9994
23.02,24.9992
25.84,28.9988
26.78,30.002
27.72,30.9986
29.6,32.9984
29.6,32.9984
30.54,34.0016
29.6,32.0018
29.6,32.0018
29.6,32.0018
27.72,30.002
23.02,24.0026
23.02,24.0026
23.96,26.0024
24.9,28.0022
24.9,28.0022
23.96,26.0024
22.08,22.0028
22.08,22.0028
22.08,22.9994
22.08,22.0028
22.08,22.0028
22.08,22.0028
23.02,24.0026
23.02,24.0026
24.9,26.999
25.84,28.9988
25.84,28.9988
26.78,28.9988
27.72,30.9986
28.66,32.0018
29.6,32.9984
29.6,32.9984
27.72,30.9986
27.72,30.9986
21.14,22.9994
21.14,22.0028
21.14,22.0028
20.2,20.003
20.2,20.003
20.2,20.003
21.14,22.0028
21.14,22.9994
21.14,22.9994
20.2,20.003
20.2,20.9996
20.2,20.9996
21.14,22.0028
23.02,24.9992
24.9,26.999
25.84,28.9988
25.84,28.0022
26.78,28.9988
27.72,30.002
29.6,32.9984
29.6,32.0018
29.6,32.0018
29.6,32.9984
27.72,30.9986
26.78,28.9988
26.78,28.9988
25.84,28.9988
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.96,26.0024
23.02,24.0026
23.96,26.0024
23.02,22.9994
23.02,22.9994
23.96,26.0024
24.9,28.0022
25.84,30.002
26.78,30.9986
29.6,36.0014
30.54,36.998
29.6,34.9982
24.9,28.0022
24.9,28.0022
25.84,30.002
25.84,30.002
25.84,30.002
25.84,28.9988
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.96,26.0024
24.9,26.999
24.9,26.999
23.96,26.0024
23.02,24.9992
23.02,24.9992
23.02,24.9992
23.02,24.9992
23.96,26.0024
24.9,26.999
25.84,26.999
26.78,26.999
26.78,26.999
26.78,26.999
26.78,26.999
26.78,26.999
26.78,26.999
25.84,26.999
24.9,26.0024
23.02,24.9992
22.08,24.9992
22.08,24.9992
21.14,24.9992
20.2,24.9992
19.26,20.003
18.32,18.9998
18.32,18.9998
17.38,18.0032
17.38,18.0032
17.38,18.0032
20.2,24.9992
21.14,24.9992
23.02,24.9992
24.9,26.0024
24.9,26.0024
24.9,26.0024
25.84,26.999
25.84,26.999
25.84,26.999
25.84,26.999
25.84,26.999
25.84,26.999
23.02,24.9992
22.08,24.9992
21.14,24.9992
21.14,24.9992
21.14,24.0026
21.14,24.9992
20.2,24.0026
19.26,20.003
19.26,20.003
18.32,18.9998
18.32,18.9998
18.32,18.9998
20.2,24.0026
21.14,24.0026
22.08,24.0026
24.9,26.999
25.84,28.0022
26.78,28.9988
27.72,28.9988
27.72,28.9988
27.72,28.9988
27.72,30.002
27.72,30.002
26.78,28.9988
26.78,28.9988
25.84,28.0022
24.9,26.999
24.9,26.999
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.02,24.9992
23.02,24.0026
23.02,24.0026
23.02,24.0026
23.96,26.0024
24.9,28.0022
25.84,28.9988
26.78,30.002
24.9,28.0022
24.9,28.0022
24.9,28.0022
25.84,30.002
26.78,30.002
25.84,30.9986
25.84,30.9986
25.84,30.9986
23.02,24.0026
22.08,22.9994
22.08,22.9994
21.14,22.0028
21.14,22.0028
21.14,22.0028
21.14,22.0028
21.14,20.9996
20.2,20.003
21.14,20.9996
21.14,20.9996
21.14,20.9996
22.08,22.0028
23.02,24.0026
24.9,28.0022
26.78,30.002
27.72,30.9986
27.72,32.0018
28.66,32.9984
29.6,34.9982
29.6,34.9982
28.66,32.9984
26.78,30.9986
26.78,30.9986
25.84,30.002
25.84,30.002
25.84,30.002
25.84,30.002
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
24.9,28.0022
23.02,22.9994
23.02,24.0026
23.02,24.0026
22.08,22.0028
22.08,22.0028
22.08,22.0028
22.08,22.0028
21.14,22.0028
21.14,22.0028
23.02,24.9992
24.9,26.999
24.9,26.999
26.78,28.0022
27.72,28.9988
28.66,30.002
28.66,30.002
29.6,30.9986
27.72,28.9988
26.78,28.0022
25.84,28.0022
25.84,26.999
23.02,24.9992
22.08,24.0026
21.14,22.9994
21.14,22.9994
20.2,22.9994
20.2,22.9994
20.2,22.9994
18.32,18.9998
18.32,18.9998
18.32,18.9998
20.2,24.0026
21.14,24.9992
21.14,24.9992
23.02,24.9992
23.02,24.9992
23.96,26.0024
24.9,26.0024
24.9,26.0024
24.9,26.0024
25.84,26.999
24.9,26.0024
23.02,24.9992
23.02,24.9992
22.08,24.9992
22.08,24.9992
21.14,24.9992
20.2,24.0026
18.32,18.9998
18.32,18.9998
17.38,18.0032
17.38,18.0032
16.44,17.0
16.44,17.0
17.38,18.0032
18.32,18.9998
21.14,24.9992
23.02,24.9992
24.9,26.0024
25.84,26.999
25.84,26.999
26.78,26.999
26.78,26.999
26.78,26.999
26.78,26.999
25.84,26.999
24.9,26.0024
23.02,24.9992
23.02,24.9992
22.08,24.0026
21.14,24.0026
21.14,24.0026
20.2,22.9994
20.2,22.9994
18.32,18.9998
18.32,18.9998
18.32,18.9998
17.38,18.0032
17.38,18.0032
20.2,22.0028
21.14,24.0026
22.08,24.0026
24.9,26.0024
25.84,26.999
26.78,28.0022
26.78,26.999
26.78,26.999
26.78,26.999
26.78,28.0022
25.84,26.999
24.9,26.999
31.48,34.9982
23.02,24.9992
23.02,24.9992
22.08,24.0026
20.2,22.0028
20.2,22.0028
20.2,22.9994
19.26,20.003
19.26,20.003
18.32,18.9998
18.32,18.9998
20.2,22.0028
20.2,22.0028
21.14,22.9994
22.08,24.0026
23.96,26.0024
25.84,28.0022
25.84,28.0022
25.84,28.0022
25.84,28.0022
25.84,28.0022
26.78,28.0022
25.84,28.0022
25.84,28.0022
24.9,26.999
23.02,24.9992
23.02,24.9992
23.02,24.9992
22.08,24.0026
22.08,24.0026
21.14,22.9994
21.14,22.9994
20.2,20.9996
20.2,20.9996
20.2,20.9996
20.2,20.9996
20.2,20.9996
21.14,22.9994
21.14,22.0028
22.08,24.0026
23.02,24.9992
23.02,24.9992
23.96,26.0024
24.9,26.999
24.9,26.999
24.9,26.999
23.96,26.0024
23.96,26.0024
23.02,24.9992
22.08,24.0026
22.08,24.0026
22.08,24.0026
22.08,24.0026
22.08,24.0026
22.08,24.0026
22.08,24.0026
21.14,22.9994
21.14,22.9994
21.14,24.0026
21.14,22.9994
21.14,22.9994
22.08,24.0026
23.02,24.9992
23.02,24.9992
23.02,24.9992
24.9,26.999
24.9,26.999
25.84,28.9988
25.84,28.9988
25.84,28.9988
25.84,28.9988
25.84,28.9988
24.9,28.0022
24.9,28.0022
23.96,26.0024
23.96,26.0024
23.02,24.9992
23.02,22.9994
23.02,24.0026
23.02,24.0026
22.08,22.0028
22.08,22.0028
22.08,22.0028
22.08,22.0028
23.02,24.0026
23.02,24.0026
23.02,24.0026
24.9,28.0022
26.78,30.002
27.72,32.0018
28.66,32.9984
28.66,34.0016
28.66,34.0016
29.6,34.9982
27.72,32.0018
27.72,32.0018
26.78,30.002
26.78,30.002
25.84,30.002
25.84,30.002
25.84,28.9988
24.9,28.0022
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.96,26.0024
23.02,24.9992
23.02,24.9992
23.02,24.9992
23.02,24.0026
23.96,26.0024
24.9,26.999
24.9,28.0022
25.84,28.9988
26.78,30.002
26.78,30.002
23.96,26.0024
23.96,26.0024
23.02,22.9994
23.02,22.9994
23.02,22.9994
23.02,22.9994
23.02,22.9994
20.2,20.003
18.32,18.9998
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
17.38,18.0032
18.32,18.9998
18.32,18.9998
18.32,18.9998
20.2,20.003
20.2,20.003
21.14,20.003
20.2,20.003
20.2,20.003
20.2,18.0032
18.32,18.9998
20.2,20.003
20.2,18.0032
21.14,20.003
22.08,22.0028
22.08,22.0028
22.08,22.0028
22.08,22.0028
22.08,22.0028
22.08,22.0028
21.14,20.003
21.14,20.003
20.2,17.0
21.14,20.003
21.14,20.003
21.14,20.003
21.14,20.003
21.14,20.003
21.14,20.003
21.14,20.003
21.14,18.0032
22.08,20.9996
22.08,20.9996
23.02,22.9994
23.96,26.0024
24.9,28.0022
23.02,22.9994
22.08,20.9996
22.08,20.9996
22.08,20.9996
21.14,18.0032
21.14,20.003
22.08,20.9996
21.14,18.0032
21.14,18.0032
22.08,20.9996
21.14,18.0032
21.14,18.0032
21.14,20.003
21.14,20.003
21.14,20.003
21.14,18.0032
21.14,18.0032
21.14,20.003
21.14,20.003
21.14,18.0032
21.14,20.003
22.08,20.9996
24.9,28.0022
25.84,30.002
26.78,30.002
26.78,30.002
24.9,28.0022
24.9,28.0022
23.02,22.9994
22.08,20.9996
23.02,22.9994
21.14,20.003
21.14,20.003
21.14,20.003
21.14,20.003
20.2,17.0
19.26,20.003
19.26,20.003
19.26,20.003
19.26,20.003
20.2,20.003
21.14,22.0028
22.08,22.9994
24.9,26.999
25.84,28.9988
25.84,28.9988
26.78,28.9988
26.78,28.9988
26.78,28.9988
26.78,28.9988
26.78,28.9988
25.84,28.0022
24.9,26.999
23.02,24.9992
22.08,22.9994
22.08,22.9994
21.14,20.9996
21.14,20.9996
21.14,20.9996
21.14,22.9994
21.14,22.9994
20.2,20.9996
20.2,20.9996
19.26,20.003
20.2,20.003
22.08,22.9994
23.02,24.9992
24.9,26.999
24.9,26.999
24.9,26.999
26.78,28.9988
25.84,28.0022
26.78,28.0022
25.84,28.0022
25.84,28.0022
23.96,26.0024
22.08,24.0026
21.14,22.9994
22.08,24.0026
21.14,24.0026
19.26,20.003
18.32,18.9998
18.32,18.9998
18.32,18.9998
17.38,18.0032
18.32,18.9998
18.32,18.9998
19.26,20.003
20.2,22.0028
22.08,24.0026
23.96,26.0024
24.9,26.999
25.84,28.0022
25.84,28.0022
26.78,28.0022
26.78,28.0022
25.84,28.0022
25.84,28.0022
24.9,26.999
23.96,26.0024
23.02,24.9992
22.08,24.0026
21.14,22.0028
21.14,22.0028
20.2,20.003
19.26,20.003
20.2,22.0028
19.26,20.003
18.32,18.9998
18.32,18.9998
18.32,18.9998
19.26,20.003
20.2,20.9996
22.08,24.0026
23.96,26.0024
24.9,26.999
25.84,28.0022
26.78,28.0022
26.78,28.0022
26.78,28.0022
26.78,28.0022
26.78,28.0022
24.9,26.999
23.96,26.0024
23.02,24.9992
22.08,22.9994
22.08,22.9994
22.08,22.9994
21.14,22.9994
21.14,22.9994
20.2,20.9996
20.2,20.003
20.2,20.9996
19.26,20.003
19.26,20.003
20.2,20.9996
21.14,22.0028
22.08,22.9994
24.9,26.999
25.84,28.9988
26.78,28.9988
27.72,30.002
28.66,30.9986
28.66,30.9986
27.72,30.002
27.72,30.002
25.84,28.9988
24.9,26.999
25.84,28.0022
23.02,24.9992
23.02,24.9992
22.08,24.0026
22.08,24.0026
22.08,24.0026
21.14,22.9994
21.14,22.9994
20.2,22.0028
20.2,22.0028
20.2,20.9996
21.14,22.9994
22.08,24.0026
22.08,24.0026
23.02,24.9992
23.96,26.0024
23.02,24.9992
22.08,24.0026
22.08,24.0026
20.2,22.9994
17.38,18.0032
14.56,15.0002
14.56,15.0002
13.62,13.997
13.62,13.997
13.62,13.997
12.68,13.0004
12.68,13.0004
11.74,11.9972
11.74,11.9972
10.8,11.0006
10.8,11.0006
