date,month,season,hour,year,holiday,temperature,feeling_temp,humidity,winspeed,casual,registered,count,daytime,dayofweek,workingday
2011-07-19,7,summer,3,2011,no,25.84,28.9988,70,11.0014,2,1,3,am,2,1
2011-07-19,7,summer,4,2011,no,25.84,28.9988,70,8.9981,1,4,5,am,2,1
2011-07-19,7,summer,5,2011,no,24.9,28.0022,74,7.0015,0,19,19,am,2,1
2011-07-19,7,summer,6,2011,no,25.84,30.002,74,7.0015,8,126,134,am,2,1
2011-07-19,7,summer,7,2011,no,26.78,30.002,70,11.0014,28,287,315,am,2,1
2011-07-19,7,summer,8,2011,no,27.72,32.0018,70,11.0014,31,381,412,am,2,1
2011-07-19,7,summer,9,2011,no,29.6,36.0014,63,8.9981,22,177,199,am,2,1
2011-07-19,7,summer,10,2011,no,30.54,36.0014,56,11.0014,29,112,141,am,2,1
2011-07-19,7,summer,11,2011,no,30.54,36.998,59,0,29,98,127,am,2,1
2011-07-19,7,summer,12,2011,no,31.48,38.0012,56,6.0032,26,127,153,am,2,1
2011-07-19,7,summer,13,2011,no,32.42,38.9978,53,7.0015,33,139,172,pm,2,1
2011-07-19,7,summer,14,2011,no,32.42,38.0012,50,12.998,41,111,152,pm,2,1
2011-07-19,7,summer,15,2011,no,33.36,38.0012,44,12.998,48,110,158,pm,2,1
2011-07-19,7,summer,16,2011,no,34.3,40.001,42,19.9995,61,216,277,pm,2,1
2011-07-19,7,summer,17,2011,no,29.6,36.998,66,0,68,445,513,pm,2,1
2011-07-19,7,summer,18,2011,no,29.6,36.998,66,8.9981,80,450,530,pm,2,1
2011-07-19,7,summer,19,2011,no,27.72,32.9984,75,12.998,54,334,388,pm,2,1
2011-07-19,7,summer,20,2011,no,26.78,32.0018,74,6.0032,48,229,277,pm,2,1
2011-07-19,7,summer,21,2011,no,26.78,30.9986,74,8.9981,47,194,241,pm,2,1
2011-07-19,7,summer,22,2011,no,26.78,30.9986,74,0,36,120,156,pm,2,1
2011-07-19,7,summer,23,2011,no,25.84,30.002,79,11.0014,19,73,92,pm,2,1
2011-07-20,7,summer,0,2011,no,24.9,28.0022,84,7.0015,11,29,40,am,3,1
2011-07-20,7,summer,1,2011,no,24.9,28.0022,84,0,4,7,11,am,3,1
2011-07-20,7,summer,2,2011,no,24.9,28.0022,84,0,2,7,9,am,3,1
2011-07-20,7,summer,3,2011,no,24.9,28.0022,84,7.0015,2,4,6,am,3,1
2011-07-20,7,summer,4,2011,no,23.96,26.0024,83,0,0,4,4,am,3,1
2011-07-20,7,summer,5,2011,no,23.96,26.0024,83,7.0015,4,19,23,am,3,1
2011-07-20,7,summer,6,2011,no,23.96,26.0024,89,7.0015,5,111,116,am,3,1
2011-07-20,7,summer,7,2011,no,24.9,28.0022,84,7.0015,27,276,303,am,3,1
2011-07-20,7,summer,8,2011,no,26.78,30.9986,74,0,34,404,438,am,3,1
2011-07-20,7,summer,9,2011,no,26.78,30.002,70,6.0032,28,181,209,am,3,1
2011-07-20,7,summer,10,2011,no,27.72,32.0018,70,0,34,76,110,am,3,1
2011-07-20,7,summer,11,2011,no,29.6,36.0014,63,6.0032,26,116,142,am,3,1
2011-07-20,7,summer,12,2011,no,30.54,36.998,59,0,28,121,149,am,3,1
2011-07-20,7,summer,13,2011,no,31.48,38.0012,56,12.998,23,97,120,pm,3,1
2011-07-20,7,summer,14,2011,no,32.42,38.9978,53,15.0013,44,83,127,pm,3,1
2011-07-20,7,summer,15,2011,no,32.42,38.0012,50,11.0014,36,102,138,pm,3,1
2011-07-20,7,summer,16,2011,no,31.48,38.0012,56,0,30,204,234,pm,3,1
2011-07-20,7,summer,17,2011,no,31.48,38.9978,59,12.998,50,405,455,pm,3,1
2011-07-20,7,summer,18,2011,no,31.48,38.9978,59,15.0013,68,429,497,pm,3,1
2011-07-20,7,summer,19,2011,no,30.54,40.001,67,11.0014,59,323,382,pm,3,1
2011-07-20,7,summer,20,2011,no,29.6,38.9978,75,15.0013,45,264,309,pm,3,1
2011-07-20,7,summer,21,2011,no,29.6,36.998,66,11.0014,33,209,242,pm,3,1
2011-07-20,7,summer,22,2011,no,28.66,34.9982,70,15.0013,25,144,169,pm,3,1
2011-07-20,7,summer,23,2011,no,27.72,32.9984,75,16.9979,26,73,99,pm,3,1
2011-07-21,7,summer,0,2011,no,27.72,32.9984,75,12.998,13,29,42,am,4,1
2011-07-21,7,summer,1,2011,no,26.78,32.0018,84,15.0013,5,16,21,am,4,1
2011-07-21,7,summer,2,2011,no,26.78,32.0018,84,15.0013,2,4,6,am,4,1
2011-07-21,7,summer,3,2011,no,26.78,30.9986,79,8.9981,1,5,6,am,4,1
2011-07-21,7,summer,4,2011,no,25.84,30.9986,84,7.0015,0,4,4,am,4,1
2011-07-21,7,summer,5,2011,no,25.84,30.9986,84,7.0015,2,16,18,am,4,1
2011-07-21,7,summer,6,2011,no,25.84,30.9986,84,7.0015,6,111,117,am,4,1
2011-07-21,7,summer,7,2011,no,26.78,32.0018,84,8.9981,23,251,274,am,4,1
2011-07-21,7,summer,8,2011,no,27.72,34.0016,79,11.0014,23,358,381,am,4,1
2011-07-21,7,summer,9,2011,no,29.6,38.0012,75,16.9979,34,166,200,am,4,1
2011-07-21,7,summer,10,2011,no,30.54,40.9976,71,15.0013,31,47,78,am,4,1
2011-07-21,7,summer,11,2011,no,32.42,42.9974,63,19.9995,27,79,106,am,4,1
2011-07-21,7,summer,12,2011,no,33.36,42.9974,56,22.0028,29,106,135,am,4,1
2011-07-21,7,summer,13,2011,no,33.36,42.9974,56,19.9995,21,81,102,pm,4,1
2011-07-21,7,summer,14,2011,no,34.3,42.9974,50,23.9994,50,97,147,pm,4,1
2011-07-21,7,summer,15,2011,no,34.3,44.9972,53,16.9979,40,93,133,pm,4,1
2011-07-21,7,summer,16,2011,no,35.24,44.9972,48,19.0012,43,167,210,pm,4,1
2011-07-21,7,summer,17,2011,no,35.24,44.0006,45,19.9995,40,374,414,pm,4,1
2011-07-21,7,summer,18,2011,no,34.3,42.9974,50,19.0012,39,343,382,pm,4,1
2011-07-21,7,summer,19,2011,no,32.42,44.9972,67,19.0012,51,233,284,pm,4,1
2011-07-21,7,summer,20,2011,no,31.48,42.9974,71,15.0013,38,199,237,pm,4,1
2011-07-21,7,summer,21,2011,no,30.54,42.9974,75,15.0013,38,187,225,pm,4,1
2011-07-21,7,summer,22,2011,no,30.54,40.9976,71,11.0014,36,113,149,pm,4,1
2011-07-21,7,summer,23,2011,no,29.6,38.0012,71,11.0014,40,73,113,pm,4,1
2011-07-22,7,summer,0,2011,no,30.54,38.9978,63,8.9981,9,51,60,am,5,1
2011-07-22,7,summer,1,2011,no,29.6,36.0014,63,0,7,17,24,am,5,1
2011-07-22,7,summer,2,2011,no,28.66,36.998,79,8.9981,0,14,14,am,5,1
2011-07-22,7,summer,3,2011,no,28.66,36.0014,75,7.0015,1,6,7,am,5,1
2011-07-22,7,summer,4,2011,no,27.72,32.9984,75,7.0015,8,5,13,am,5,1
2011-07-22,7,summer,5,2011,no,26.78,30.9986,79,7.0015,2,17,19,am,5,1
2011-07-22,7,summer,6,2011,no,27.72,32.9984,75,6.0032,13,83,96,am,5,1
2011-07-22,7,summer,7,2011,no,29.6,36.998,66,7.0015,20,232,252,am,5,1
2011-07-22,7,summer,8,2011,no,31.48,40.001,63,11.0014,30,292,322,am,5,1
2011-07-22,7,summer,9,2011,no,32.42,42.9974,63,6.0032,31,177,208,am,5,1
2011-07-22,7,summer,10,2011,no,34.3,44.9972,53,6.0032,32,83,115,am,5,1
2011-07-22,7,summer,11,2011,no,34.3,42.9974,50,7.0015,23,86,109,am,5,1
2011-07-22,7,summer,12,2011,no,36.18,46.997,48,11.0014,20,95,115,am,5,1
2011-07-22,7,summer,13,2011,no,36.18,48.9968,51,11.0014,25,98,123,pm,5,1
2011-07-22,7,summer,14,2011,no,37.12,50,48,19.9995,24,77,101,pm,5,1
2011-07-22,7,summer,15,2011,no,36.18,48.9968,51,19.9995,32,101,133,pm,5,1
2011-07-22,7,summer,16,2011,no,34.3,38.9978,39,19.9995,29,153,182,pm,5,1
2011-07-22,7,summer,17,2011,no,33.36,40.001,47,7.0015,35,271,306,pm,5,1
2011-07-22,7,summer,18,2011,no,34.3,38.0012,37,11.0014,34,250,284,pm,5,1
2011-07-22,7,summer,19,2011,no,32.42,36.0014,41,7.0015,40,210,250,pm,5,1
2011-07-22,7,summer,20,2011,no,31.48,38.0012,56,0,46,166,212,pm,5,1
2011-07-22,7,summer,21,2011,no,30.54,36.998,59,6.0032,38,152,190,pm,5,1
2011-07-22,7,summer,22,2011,no,31.48,36.0014,49,6.0032,44,105,149,pm,5,1
2011-07-22,7,summer,23,2011,no,29.6,36.0014,63,12.998,19,84,103,pm,5,1
2011-07-23,7,summer,0,2011,no,30.54,36.0014,56,0,16,85,101,am,6,0
2011-07-23,7,summer,1,2011,no,30.54,34.9982,52,7.0015,13,57,70,am,6,0
2011-07-23,7,summer,2,2011,no,30.54,34.9982,52,0,13,48,61,am,6,0
2011-07-23,7,summer,3,2011,no,28.66,34.0016,66,6.0032,6,16,22,am,6,0
2011-07-23,7,summer,4,2011,no,27.72,32.0018,66,7.0015,5,4,9,am,6,0
2011-07-23,7,summer,5,2011,no,27.72,30.9986,62,8.9981,1,6,7,am,6,0
2011-07-23,7,summer,6,2011,no,29.6,32.9984,52,8.9981,6,19,25,am,6,0
2011-07-23,7,summer,7,2011,no,29.6,32.9984,52,7.0015,7,38,45,am,6,0
2011-07-23,7,summer,8,2011,no,31.48,36.0014,49,16.9979,24,85,109,am,6,0
2011-07-23,7,summer,9,2011,no,31.48,36.0014,49,11.0014,30,102,132,am,6,0
2011-07-23,7,summer,10,2011,no,32.42,36.0014,41,15.0013,61,137,198,am,6,0
2011-07-23,7,summer,11,2011,no,34.3,38.0012,37,12.998,62,154,216,am,6,0
2011-07-23,7,summer,12,2011,no,35.24,40.9976,37,7.0015,71,164,235,am,6,0
2011-07-23,7,summer,13,2011,no,36.18,42.0008,38,11.0014,78,167,245,pm,6,0
2011-07-23,7,summer,14,2011,no,35.24,42.9974,42,0,84,152,236,pm,6,0
2011-07-23,7,summer,15,2011,no,36.18,42.0008,38,0,78,137,215,pm,6,0
2011-07-23,7,summer,16,2011,no,36.18,42.0008,38,8.9981,70,151,221,pm,6,0
2011-07-23,7,summer,17,2011,no,36.18,42.0008,38,8.9981,70,127,197,pm,6,0
2011-07-23,7,summer,18,2011,no,35.24,42.0008,40,15.0013,62,134,196,pm,6,0
2011-07-23,7,summer,19,2011,no,30.54,36.998,59,8.9981,80,137,217,pm,6,0
2011-07-23,7,summer,20,2011,no,30.54,36.998,59,15.0013,47,98,145,pm,6,0
2011-07-23,7,summer,21,2011,no,30.54,36.998,59,15.0013,39,115,154,pm,6,0
2011-07-23,7,summer,22,2011,no,29.6,34.9982,59,12.998,37,88,125,pm,6,0
2011-07-23,7,summer,23,2011,no,29.6,34.9982,59,7.0015,27,77,104,pm,6,0
2011-07-24,7,summer,0,2011,no,29.6,34.9982,59,7.0015,42,77,119,am,7,0
2011-07-24,7,summer,1,2011,no,28.66,34.0016,66,7.0015,33,63,96,am,7,0
2011-07-24,7,summer,2,2011,no,29.6,36.0014,63,6.0032,12,48,60,am,7,0
2011-07-24,7,summer,3,2011,no,29.6,36.0014,63,6.0032,17,20,37,am,7,0
2011-07-24,7,summer,4,2011,no,28.66,34.0016,66,7.0015,1,5,6,am,7,0
2011-07-24,7,summer,5,2011,no,28.66,34.0016,66,6.0032,5,3,8,am,7,0
2011-07-24,7,summer,6,2011,no,29.6,36.0014,63,6.0032,9,13,22,am,7,0
2011-07-24,7,summer,7,2011,no,29.6,34.9982,59,8.9981,6,29,35,am,7,0
2011-07-24,7,summer,8,2011,no,30.54,36.0014,56,19.0012,22,82,104,am,7,0
2011-07-24,7,summer,9,2011,no,30.54,36.0014,56,26.0027,42,112,154,am,7,0
2011-07-24,7,summer,10,2011,no,32.42,38.0012,50,22.0028,61,165,226,am,7,0
2011-07-24,7,summer,11,2011,no,31.48,36.998,53,16.9979,74,169,243,am,7,0
2011-07-24,7,summer,12,2011,no,34.3,40.9976,45,11.0014,85,161,246,am,7,0
2011-07-24,7,summer,13,2011,no,32.42,36.998,47,15.0013,90,162,252,pm,7,0
2011-07-24,7,summer,14,2011,no,32.42,38.0012,50,19.0012,79,204,283,pm,7,0
2011-07-24,7,summer,15,2011,no,34.3,40.001,42,16.9979,68,170,238,pm,7,0
2011-07-24,7,summer,16,2011,no,34.3,40.001,42,16.9979,62,187,249,pm,7,0
2011-07-24,7,summer,17,2011,no,34.3,38.9978,39,7.0015,75,174,249,pm,7,0
2011-07-24,7,summer,18,2011,no,33.36,38.0012,42,11.0014,67,176,243,pm,7,0
2011-07-24,7,summer,19,2011,no,32.42,36.998,47,11.0014,70,170,240,pm,7,0
2011-07-24,7,summer,20,2011,no,31.48,36.0014,49,11.0014,52,143,195,pm,7,0
2011-07-24,7,summer,21,2011,no,29.6,36.0014,63,8.9981,42,111,153,pm,7,0
2011-07-24,7,summer,22,2011,no,28.66,34.0016,66,0,23,75,98,pm,7,0
2011-07-24,7,summer,23,2011,no,27.72,32.0018,70,6.0032,13,37,50,pm,7,0
2011-07-25,7,summer,0,2011,no,27.72,32.0018,70,0,17,17,34,am,1,1
2011-07-25,7,summer,1,2011,no,27.72,32.9984,75,6.0032,4,8,12,am,1,1
2011-07-25,7,summer,2,2011,no,26.78,30.9986,79,6.0032,3,3,6,am,1,1
2011-07-25,7,summer,3,2011,no,26.78,30.9986,79,0,2,2,4,am,1,1
2011-07-25,7,summer,4,2011,no,25.84,30.9986,84,6.0032,0,6,6,am,1,1
2011-07-25,7,summer,5,2011,no,25.84,30.9986,84,6.0032,2,22,24,am,1,1
2011-07-25,7,summer,6,2011,no,25.84,30.9986,84,6.0032,7,100,107,am,1,1
2011-07-25,7,summer,7,2011,no,26.78,30.9986,79,0,20,257,277,am,1,1
2011-07-25,7,summer,8,2011,no,27.72,32.9984,75,0,34,353,387,am,1,1
2011-07-25,7,summer,9,2011,no,29.6,36.998,66,0,11,124,135,am,1,1
2011-07-25,7,summer,10,2011,no,30.54,36.998,59,0,30,54,84,am,1,1
2011-07-25,7,summer,11,2011,no,31.48,38.9978,59,12.998,24,83,107,am,1,1
2011-07-25,7,summer,12,2011,no,31.48,38.9978,59,12.998,17,50,67,am,1,1
2011-07-25,7,summer,13,2011,no,26.78,30.9986,74,8.9981,14,64,78,pm,1,1
2011-07-25,7,summer,14,2011,no,25.84,30.002,79,12.998,28,62,90,pm,1,1
2011-07-25,7,summer,15,2011,no,24.9,28.0022,84,26.0027,16,96,112,pm,1,1
2011-07-25,7,summer,16,2011,no,24.9,28.0022,84,15.0013,37,161,198,pm,1,1
2011-07-25,7,summer,17,2011,no,25.84,30.002,74,0,48,437,485,pm,1,1
2011-07-25,7,summer,18,2011,no,26.78,30.9986,74,6.0032,60,473,533,pm,1,1
2011-07-25,7,summer,19,2011,no,26.78,30.002,70,6.0032,62,324,386,pm,1,1
2011-07-25,7,summer,20,2011,no,25.84,30.002,74,8.9981,55,247,302,pm,1,1
2011-07-25,7,summer,21,2011,no,24.9,28.0022,84,0,41,153,194,pm,1,1
2011-07-25,7,summer,22,2011,no,24.9,28.0022,84,0,13,112,125,pm,1,1
2011-07-25,7,summer,23,2011,no,24.9,28.0022,84,6.0032,23,64,87,pm,1,1
2011-07-26,7,summer,0,2011,no,24.9,28.0022,79,7.0015,8,20,28,am,2,1
2011-07-26,7,summer,1,2011,no,24.9,28.0022,79,7.0015,6,6,12,am,2,1
2011-07-26,7,summer,2,2011,no,23.96,26.0024,89,7.0015,1,6,7,am,2,1
2011-07-26,7,summer,3,2011,no,23.96,26.0024,89,8.9981,2,2,4,am,2,1
2011-07-26,7,summer,4,2011,no,23.96,26.0024,88,11.0014,0,6,6,am,2,1
2011-07-26,7,summer,5,2011,no,23.02,22.9994,89,6.0032,3,24,27,am,2,1
2011-07-26,7,summer,6,2011,no,23.96,26.0024,83,15.0013,2,108,110,am,2,1
2011-07-26,7,summer,7,2011,no,25.84,28.9988,66,19.0012,30,288,318,am,2,1
2011-07-26,7,summer,8,2011,no,26.78,28.9988,55,12.998,32,392,424,am,2,1
2011-07-26,7,summer,9,2011,no,27.72,28.9988,40,15.0013,25,162,187,am,2,1
2011-07-26,7,summer,10,2011,no,29.6,30.002,31,15.0013,42,96,138,am,2,1
2011-07-26,7,summer,11,2011,no,30.54,30.9986,30,0,49,102,151,am,2,1
2011-07-26,7,summer,12,2011,no,31.48,32.0018,28,0,25,122,147,am,2,1
2011-07-26,7,summer,13,2011,no,31.48,32.0018,32,19.9995,43,139,182,pm,2,1
2011-07-26,7,summer,14,2011,no,32.42,32.9984,30,19.0012,46,101,147,pm,2,1
2011-07-26,7,summer,15,2011,no,33.36,34.0016,28,22.0028,49,114,163,pm,2,1
2011-07-26,7,summer,16,2011,no,32.42,34.0016,36,19.0012,41,213,254,pm,2,1
2011-07-26,7,summer,17,2011,no,32.42,34.0016,36,23.9994,72,465,537,pm,2,1
2011-07-26,7,summer,18,2011,no,31.48,32.9984,39,26.0027,68,478,546,pm,2,1
2011-07-26,7,summer,19,2011,no,30.54,32.9984,43,19.9995,69,329,398,pm,2,1
2011-07-26,7,summer,20,2011,no,29.6,32.0018,46,16.9979,47,243,290,pm,2,1
2011-07-26,7,summer,21,2011,no,28.66,30.9986,49,15.0013,45,222,267,pm,2,1
2011-07-26,7,summer,22,2011,no,27.72,30.002,55,8.9981,27,131,158,pm,2,1
2011-07-26,7,summer,23,2011,no,27.72,30.9986,58,7.0015,18,71,89,pm,2,1
2011-07-27,7,summer,0,2011,no,28.66,30.9986,52,11.0014,19,26,45,am,3,1
2011-07-27,7,summer,1,2011,no,28.66,30.9986,49,12.998,1,9,10,am,3,1
2011-07-27,7,summer,2,2011,no,27.72,30.002,52,19.9995,1,5,6,am,3,1
2011-07-27,7,summer,3,2011,no,25.84,28.0022,58,11.0014,0,4,4,am,3,1
2011-07-27,7,summer,4,2011,no,25.84,28.0022,51,12.998,1,3,4,am,3,1
2011-07-27,7,summer,5,2011,no,24.9,26.999,54,19.0012,0,18,18,am,3,1
2011-07-27,7,summer,6,2011,no,24.9,26.999,54,15.0013,4,119,123,am,3,1
2011-07-27,7,summer,7,2011,no,25.84,28.0022,48,16.9979,34,313,347,am,3,1
2011-07-27,7,summer,8,2011,no,26.78,28.0022,42,16.9979,28,405,433,am,3,1
2011-07-27,7,summer,9,2011,no,27.72,28.0022,35,16.9979,27,189,216,am,3,1
2011-07-27,7,summer,10,2011,no,28.66,28.9988,33,0,32,82,114,am,3,1
2011-07-27,7,summer,11,2011,no,29.6,30.002,31,0,42,94,136,am,3,1
2011-07-27,7,summer,12,2011,no,30.54,30.9986,30,19.0012,37,132,169,am,3,1
2011-07-27,7,summer,13,2011,no,31.48,32.0018,30,23.9994,29,151,180,pm,3,1
2011-07-27,7,summer,14,2011,no,31.48,32.0018,28,15.0013,20,107,127,pm,3,1
2011-07-27,7,summer,15,2011,no,32.42,32.9984,26,16.9979,37,103,140,pm,3,1
2011-07-27,7,summer,16,2011,no,32.42,32.0018,25,11.0014,40,228,268,pm,3,1
2011-07-27,7,summer,17,2011,no,31.48,30.9986,26,15.0013,81,491,572,pm,3,1
2011-07-27,7,summer,18,2011,no,30.54,30.9986,28,7.0015,78,463,541,pm,3,1
2011-07-27,7,summer,19,2011,no,29.6,30.002,29,6.0032,87,288,375,pm,3,1
2011-07-27,7,summer,20,2011,no,27.72,28.9988,45,15.0013,55,239,294,pm,3,1
2011-07-27,7,summer,21,2011,no,26.78,28.0022,48,7.0015,49,196,245,pm,3,1
2011-07-27,7,summer,22,2011,no,25.84,28.0022,48,0,37,143,180,pm,3,1
2011-07-27,7,summer,23,2011,no,26.78,28.0022,45,6.0032,16,93,109,pm,3,1
2011-07-28,7,summer,0,2011,no,24.9,26.999,51,8.9981,14,31,45,am,4,1
2011-07-28,7,summer,1,2011,no,25.84,28.0022,51,0,3,26,29,am,4,1
2011-07-28,7,summer,2,2011,no,25.84,28.0022,54,7.0015,2,5,7,am,4,1
2011-07-28,7,summer,3,2011,no,25.84,28.0022,54,0,0,5,5,am,4,1
2011-07-28,7,summer,4,2011,no,24.9,26.999,61,7.0015,0,6,6,am,4,1
2011-07-28,7,summer,5,2011,no,24.9,26.999,65,7.0015,1,26,27,am,4,1
2011-07-28,7,summer,6,2011,no,24.9,26.999,70,6.0032,6,110,116,am,4,1
2011-07-28,7,summer,7,2011,no,25.84,28.9988,70,11.0014,27,278,305,am,4,1
2011-07-28,7,summer,8,2011,no,26.78,30.002,66,11.0014,47,409,456,am,4,1
2011-07-28,7,summer,9,2011,no,28.66,32.9984,59,12.998,21,189,210,am,4,1
2011-07-28,7,summer,10,2011,no,29.6,34.0016,55,19.0012,30,86,116,am,4,1
2011-07-28,7,summer,11,2011,no,31.48,38.0012,56,19.0012,41,113,154,am,4,1
2011-07-28,7,summer,12,2011,no,31.48,36.998,53,16.9979,35,151,186,am,4,1
2011-07-28,7,summer,13,2011,no,32.42,36.998,47,16.9979,26,126,152,pm,4,1
2011-07-28,7,summer,14,2011,no,31.48,36.0014,49,16.9979,27,111,138,pm,4,1
2011-07-28,7,summer,15,2011,no,32.42,38.0012,50,12.998,22,124,146,pm,4,1
2011-07-28,7,summer,16,2011,no,32.42,36.998,47,11.0014,42,214,256,pm,4,1
2011-07-28,7,summer,17,2011,no,31.48,36.998,53,12.998,45,423,468,pm,4,1
2011-07-28,7,summer,18,2011,no,31.48,38.0012,56,15.0013,55,428,483,pm,4,1
2011-07-28,7,summer,19,2011,no,30.54,36.998,59,12.998,37,285,322,pm,4,1
2011-07-28,7,summer,20,2011,no,29.6,36.0014,63,12.998,41,229,270,pm,4,1
2011-07-28,7,summer,21,2011,no,28.66,34.0016,66,19.0012,31,165,196,pm,4,1
2011-07-28,7,summer,22,2011,no,27.72,32.0018,70,16.9979,25,149,174,pm,4,1
2011-07-28,7,summer,23,2011,no,27.72,32.9984,75,12.998,28,95,123,pm,4,1
2011-07-29,7,summer,0,2011,no,26.78,30.9986,79,11.0014,12,45,57,am,5,1
2011-07-29,7,summer,1,2011,no,26.78,30.9986,79,8.9981,12,22,34,am,5,1
2011-07-29,7,summer,2,2011,no,26.78,30.9986,79,0,3,10,13,am,5,1
2011-07-29,7,summer,3,2011,no,26.78,30.9986,79,0,2,9,11,am,5,1
2011-07-29,7,summer,4,2011,no,25.84,30.9986,84,8.9981,2,4,6,am,5,1
2011-07-29,7,summer,5,2011,no,25.84,30.9986,84,0,4,23,27,am,5,1
2011-07-29,7,summer,6,2011,no,25.84,30.9986,84,0,7,83,90,am,5,1
2011-07-29,7,summer,7,2011,no,26.78,30.9986,79,6.0032,26,228,254,am,5,1
2011-07-29,7,summer,8,2011,no,27.72,34.9982,77,0,30,354,384,am,5,1
2011-07-29,7,summer,9,2011,no,32.42,36.998,47,16.9979,28,151,179,am,5,1
2011-07-29,7,summer,10,2011,no,34.3,40.001,42,19.0012,37,69,106,am,5,1
2011-07-29,7,summer,11,2011,no,35.24,42.0008,40,19.9995,43,118,161,am,5,1
2011-07-29,7,summer,12,2011,no,37.12,40.9976,31,19.0012,40,95,135,am,5,1
2011-07-29,7,summer,13,2011,no,36.18,38.9978,31,0,42,114,156,pm,5,1
2011-07-29,7,summer,14,2011,no,37.12,40.9976,30,15.0013,34,114,148,pm,5,1
2011-07-29,7,summer,15,2011,no,37.12,40.9976,30,16.9979,40,129,169,pm,5,1
2011-07-29,7,summer,16,2011,no,37.12,40.9976,30,26.0027,35,198,233,pm,5,1
2011-07-29,7,summer,17,2011,no,37.12,40.9976,30,19.9995,47,374,421,pm,5,1
2011-07-29,7,summer,18,2011,no,35.24,40.9976,37,22.0028,49,313,362,pm,5,1
2011-07-29,7,summer,19,2011,no,34.3,40.001,42,15.0013,22,219,241,pm,5,1
2011-07-29,7,summer,20,2011,no,32.42,36.0014,41,22.0028,53,153,206,pm,5,1
2011-07-29,7,summer,21,2011,no,30.54,34.0016,46,11.0014,29,134,163,pm,5,1
2011-07-29,7,summer,22,2011,no,29.6,32.9984,49,15.0013,47,127,174,pm,5,1
2011-07-29,7,summer,23,2011,no,28.66,30.9986,52,7.0015,26,90,116,pm,5,1
2011-07-30,7,summer,0,2011,no,27.72,30.002,55,12.998,60,73,133,am,6,0
2011-07-30,7,summer,1,2011,no,27.72,30.002,55,6.0032,15,75,90,am,6,0
2011-07-30,7,summer,2,2011,no,27.72,30.002,55,7.0015,11,31,42,am,6,0
2011-07-30,7,summer,3,2011,no,26.78,28.9988,62,11.0014,18,25,43,am,6,0
2011-07-30,7,summer,4,2011,no,25.84,28.9988,66,11.0014,4,6,10,am,6,0
2011-07-30,7,summer,5,2011,no,25.84,28.9988,70,19.0012,4,9,13,am,6,0
2011-07-30,7,summer,6,2011,no,25.84,28.9988,70,19.9995,6,18,24,am,6,0
2011-07-30,7,summer,7,2011,no,27.72,32.0018,66,12.998,3,39,42,am,6,0
2011-07-30,7,summer,8,2011,no,28.66,32.9984,59,15.0013,27,87,114,am,6,0
2011-07-30,7,summer,9,2011,no,30.54,34.0016,46,19.9995,49,125,174,am,6,0
2011-07-30,7,summer,10,2011,no,30.54,32.9984,41,19.9995,79,182,261,am,6,0
2011-07-30,7,summer,11,2011,no,31.48,32.9984,36,12.998,111,206,317,am,6,0
2011-07-30,7,summer,12,2011,no,31.48,32.0018,32,11.0014,111,230,341,am,6,0
2011-07-30,7,summer,13,2011,no,33.36,34.0016,29,0,125,183,308,pm,6,0
2011-07-30,7,summer,14,2011,no,34.3,36.0014,29,0,112,193,305,pm,6,0
2011-07-30,7,summer,15,2011,no,34.3,36.998,31,8.9981,113,189,302,pm,6,0
2011-07-30,7,summer,16,2011,no,34.3,36.0014,27,15.0013,126,176,302,pm,6,0
2011-07-30,7,summer,17,2011,no,34.3,36.0014,29,7.0015,93,209,302,pm,6,0
2011-07-30,7,summer,18,2011,no,33.36,34.0016,28,12.998,92,207,299,pm,6,0
2011-07-30,7,summer,19,2011,no,26.78,26.999,33,15.0013,101,155,256,pm,6,0
2011-07-30,7,summer,20,2011,no,30.54,32.9984,43,8.9981,74,132,206,pm,6,0
2011-07-30,7,summer,21,2011,no,29.6,32.9984,49,11.0014,82,123,205,pm,6,0
2011-07-30,7,summer,22,2011,no,28.66,30.9986,52,7.0015,80,129,209,pm,6,0
2011-07-30,7,summer,23,2011,no,27.72,30.002,55,6.0032,63,114,177,pm,6,0
2011-07-31,7,summer,0,2011,no,27.72,30.002,55,6.0032,33,80,113,am,7,0
2011-07-31,7,summer,1,2011,no,26.78,28.9988,62,6.0032,8,71,79,am,7,0
2011-07-31,7,summer,2,2011,no,26.78,30.002,66,6.0032,19,48,67,am,7,0
2011-07-31,7,summer,3,2011,no,26.78,30.002,66,0,24,26,50,am,7,0
2011-07-31,7,summer,4,2011,no,25.84,28.9988,70,0,6,7,13,am,7,0
2011-07-31,7,summer,5,2011,no,25.84,28.9988,69,0,4,4,8,am,7,0
2011-07-31,7,summer,6,2011,no,26.78,30.002,70,0,5,8,13,am,7,0
2011-07-31,7,summer,7,2011,no,26.78,28.9988,58,8.9981,19,26,45,am,7,0
2011-07-31,7,summer,8,2011,no,27.72,30.002,55,15.0013,54,88,142,am,7,0
2011-07-31,7,summer,9,2011,no,29.6,32.9984,49,0,55,128,183,am,7,0
2011-07-31,7,summer,10,2011,no,31.48,32.9984,36,11.0014,91,163,254,am,7,0
2011-07-31,7,summer,11,2011,no,32.42,32.9984,28,11.0014,112,163,275,am,7,0
2011-07-31,7,summer,12,2011,no,34.3,34.9982,25,12.998,146,192,338,am,7,0
